code,name,postalCode,address,tel,fax,email,contactPerson,industry,notes
ﾀ109,ﾀﾞｲﾊﾂﾃﾞｨｰｾﾞﾙ中日本株式会社,732-0827,広島市南区稲荷町4-1,082-262-2754,082-262-2760,,,,
ﾀ110,大洋電化株式会社,801-0885,北九州市門司区新開4-5,093-331-8031,093-331-8032,,,,インボイス番号: T4240001027824
ﾀ111,高橋塗装工業株式会社,730-0835,広島市中区江波南2丁目11-20,082-292-5755,082-231-0893,,,,
ﾀ112,ﾀｸﾃｨ株式会社,153-0051,東京都目黒区上目黒1-18-12,03-3760-1370,03-3760-8053,,,,
ﾀ113,有限会社,737-0883,呉市天応西条2丁目13-2,0823-38-8065,0823-38-7486,,,,
ﾀ114,第一中央ﾏﾘﾝ株式会社,104-0041,東京都中央区新富2丁目14-4,03-3523-8935,,,,,
ﾀ115,N.C.N CORPORATION,,,,,,,,
ﾀ116,第一交易株式会社,550-0004,大阪府大阪市西区靱本町1-11-7,06-6448-3550,06-6448-3600,,,,
ﾀ117,大洋電機株式会社,372-0827,群馬県伊勢崎市八斗島町726,0270-32-1234,0270-31-2789,,,,インボイス番号: T4240001027824
ﾀ118,株式会社 大東船舶電業舎,750-0075,山口県下関市彦島江の浦町2丁目1-38,083-266-5125,083-267-7079,,,,インボイス番号: T4240001027824
ﾁ101,中国機材設備株式会社,,呉市広古新開3-6-18,0823-74-6161,0823-74-5533,,,,
ﾁ102,株式会社千代田組中国支店 福山営業所,720-0812,福山市霞町1丁目2-3,0849-21-0431,0849-21-0433,,,,
ﾁ103,長栄造船株式会社,851-0301,長崎県長崎市深堀町1丁目1-4,095-834-3914,095-834-3917,,,,
ﾁ104,中国表面処理工業組合,739-2117,東広島市高屋台1丁目5番18号,082-434-6160,082-434-6188,,,,
ﾁ105,中鋼運輸株式会社,737-0104,広島県呉市広町田２丁目７－４１,0823-73-2281,,,,,インボイス番号: T6240001026196
ﾁ106,チバマリンヨコハマ株式会社,231-0813,神奈川県横浜市中区かもめ町 4,045-621-5701,045-621-8364,,,,
ﾂ101,常石造船株式会社,720-0393,福山市沼隈町常石1083,084-987-1105,084-987-4192,,,,インボイス番号: T8240001037704
ﾂ102,ﾂﾈｲｼﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,720-0398,広島県福山市沼隈町大字常石1083,0849-87-1311,0849-87-3812,,,,
ﾂ103,ﾂﾈｲｼﾎｰﾙﾃﾞｨﾝｸﾞｽ株式会社,764-0018,香川県仲多度郡多度津町東港町1-1,0877-33-4239,0877-32-6263,,,,
ﾂ104,常石商事株式会社,720-0393,広島県福山市沼隈町常石1083番地,084-987-1311,084-987-3331,,,,
ﾃ101,寺崎電気産業株式会社,545-0021,大阪市阿倍野区阪南町7丁目2-10,06-6692-1131,,,,"・船舶用システム製品
配電制御システム、集合始動器盤、監視制御システム、高圧配電盤、停泊中船舶への陸電供給システム、船員教育訓練システム、オンボードデータプラットフォーム
・産業用システム製品
配電制御システム、コージェネレーション向け制御システム、電子応用製品、高圧配電盤
・機器（ブレーカ）製品
気中遮断器、配線用遮断器、漏電遮断器、ケーブル貫通部用総合防災品
・メディカルデバイス
医療機器、臨",インボイス番号: T6120001005889
ﾃ102,ﾃｸﾉﾏﾘﾝ株式会社,652-0813,兵庫県神戸市兵庫区兵庫町1丁目1-27,078-685-0250,078-685-0255,,,,
ﾃ103,ﾃﾗｻｷ伊万里株式会社,849-4256,佐賀県伊万里市山代町久原3798-4,0955-20-2185,0955-20-2176,,,,インボイス番号: T1120001098673
ﾃ104,寺崎(中国)電気設備有限公司,,广州増城市新塘太平洋工 区72号,86-20-8270,,,,,
ﾃ105,ﾃﾗﾃｯｸ株式会社,547-0002,大阪市平野区加美東7丁目2-10,06-7634-7531,06-7634-7541,,,,
ﾃ106,寺崎電気産業株式会社,545-0021,大阪市阿倍野区阪南町7丁目2-10,06-6692-1138,06-6694-5490,,,"・船舶用システム製品
配電制御システム、集合始動器盤、監視制御システム、高圧配電盤、停泊中船舶への陸電供給システム、船員教育訓練システム、オンボードデータプラットフォーム
・産業用システム製品
配電制御システム、コージェネレーション向け制御システム、電子応用製品、高圧配電盤
・機器（ブレーカ）製品
気中遮断器、配線用遮断器、漏電遮断器、ケーブル貫通部用総合防災品
・メディカルデバイス
医療機器、臨",インボイス番号: T6120001005889
ﾃ107,ﾃﾗｻｷ伊万里株式会社,849-4256,佐賀県伊万里市山代町久原3798-4,0955-20-2185,0955-20-2176,,,,インボイス番号: T1120001098673
ﾃ108,寺崎電気産業株式会社,103-0025,東京都中央区日本橋茅場町1-6-10,03-5644-0150,,,,"・船舶用システム製品
配電制御システム、集合始動器盤、監視制御システム、高圧配電盤、停泊中船舶への陸電供給システム、船員教育訓練システム、オンボードデータプラットフォーム
・産業用システム製品
配電制御システム、コージェネレーション向け制御システム、電子応用製品、高圧配電盤
・機器（ブレーカ）製品
気中遮断器、配線用遮断器、漏電遮断器、ケーブル貫通部用総合防災品
・メディカルデバイス
医療機器、臨",インボイス番号: T6120001005889
ﾃ109,株式会社ﾃｸﾉｶｼﾜ,140-0004,東京都品川区南品川2-3-6,03-3472-2491,03-3472-2523,,,,
ﾃ110,寺崎電気産業株式会社,762-0044,香川県坂出市本町 3-6-12,0877-85-9001,0877-85-9002,,,"・船舶用システム製品
配電制御システム、集合始動器盤、監視制御システム、高圧配電盤、停泊中船舶への陸電供給システム、船員教育訓練システム、オンボードデータプラットフォーム
・産業用システム製品
配電制御システム、コージェネレーション向け制御システム、電子応用製品、高圧配電盤
・機器（ブレーカ）製品
気中遮断器、配線用遮断器、漏電遮断器、ケーブル貫通部用総合防災品
・メディカルデバイス
医療機器、臨",インボイス番号: T6120001005889
ﾄ102,株式会社土肥工務店,737-0032,呉市本町19,0823-22-5475,0823-22-9229,,,,
ﾄ103,ﾄｰﾖｰﾏﾘﾝ株式会社,737-1215,広島県安芸郡音戸町早瀬3丁目10-3,0823-56-0752,0823-56-1373,,,,
ﾄ104,株式会社,541-0042,大阪市中央区今橋2-1-7,06-231-6101,06-231-9304,,,,
ﾄ105,ﾄﾆｰ･ﾏﾘﾀｲﾑ,272-0804,千葉県市川市南大野2-4-C-1101,047-339-1600,047-339-1604,,,,
ﾄ106,徳神海運株式会社,650-0037,兵庫県神戸市中央区明石町18番地,078-331-0582,078-331-2561,,,,
ﾄ107,東京計器株式会社,329-2136,栃木県矢板市東町333-4,0287-43-5749,0287-43-3994,,,"計測・認識・制御技術を基盤に、舶用機器や流体計測機器、油圧・空圧機器、防衛・通信、鉄道保線、宇宙・衛星関連など幅広い分野の製品・システムを展開する精密機器メーカー。

•船舶港湾機器事業
•油空圧機器事業
•流体機器事業
•防衛・通信機器事業
•鉄道機器事業
•検査機器事業（画像検査）

",インボイス番号: T3010801008436
ﾄ108,株式会社,737-0303,呉市下蒲刈町下島3265-9,0823-65-2657,0823-65-2766,,,,
ﾄ109,株式会社,854-0065,長崎県諫早市津久葉町5番73号,0957-26-1328,0957-25-3528,,,,
ﾄ110,東京計器株式会社,652-0802,神戸市兵庫区水木通3-4-13,078-577-0210,078-577-0240,,,"計測・認識・制御技術を基盤に、舶用機器や流体計測機器、油圧・空圧機器、防衛・通信、鉄道保線、宇宙・衛星関連など幅広い分野の製品・システムを展開する精密機器メーカー。

•船舶港湾機器事業
•油空圧機器事業
•流体機器事業
•防衛・通信機器事業
•鉄道機器事業
•検査機器事業（画像検査）

",インボイス番号: T3010801008436
ﾄ111,株式会社,985-0001,宮城県塩竈市新浜町2丁目11番1号,022-365-5155,022-364-9664,,,,
ﾄ112,ﾄﾞﾋﾊｳｽ 株式会社,737-0032,広島県呉市本町3-19,0823-22-5475,0823-24-6050,,,,
ﾄ113,株式会社,737-0822,広島県呉市築地町5番14号,0823-22-5171,0823-22-5345,,,,
ﾄ114,東京計器株式会社,794-0015,愛媛県今治市常磐町4-4-7,0898-23-6161,0898-23-7731,,,"計測・認識・制御技術を基盤に、舶用機器や流体計測機器、油圧・空圧機器、防衛・通信、鉄道保線、宇宙・衛星関連など幅広い分野の製品・システムを展開する精密機器メーカー。

•船舶港湾機器事業
•油空圧機器事業
•流体機器事業
•防衛・通信機器事業
•鉄道機器事業
•検査機器事業（画像検査）

",インボイス番号: T3010801008436
ﾄ115,TRANS PACIFIC SHIPPING 1 LTD.,100-0005,東京都千代田区丸の内2-3-2,,,,,,
ﾄ116,東洋無線株式会社,737-0004,広島県呉市阿賀南二丁目,0823-69-0121,0823-69-0122,,,,
ﾅ101,内海造船株式会社（瀬戸田）,722-2413,尾道市瀬戸田町沢226-6,,,,,"・新造船事業
フェリー、コンテナ船、プロダクトタンカー、バルクキャリア、一般貨物船、自動車運搬船、冷蔵運搬船、RORO船、調査船等の建造
・修繕船事業
各種船舶、官公庁船 (保安庁、自衛隊、学校の練習船) の修理、改造
",インボイス番号: T9240001038924
ﾅ102,株式会社名村造船所,550-0012,株式会社名村造船所,06-543-3561,06-541-0008,,,"・船舶の製造
(タンカー、バルクキャリアー、コンテナ船、自動車運搬船等)
・船舶の修繕
・橋梁の設計・製造・架設
・各種鉄構造物の設計・製造・架設",
ﾅ103,内外運輸株式会社,737-0046,呉市中通1丁目1-7,0823-21-4952,,,,,
ﾅ104,内海造船株式会社（田熊）,722-2324,尾道市因島田熊町2517-1,0845-22-1411,0845-22-0353,,,"・新造船事業
フェリー、コンテナ船、プロダクトタンカー、バルクキャリア、一般貨物船、自動車運搬船、冷蔵運搬船、RORO船、調査船等の建造
・修繕船事業
各種船舶、官公庁船 (保安庁、自衛隊、学校の練習船) の修理、改造
",インボイス番号: T9240001038924
ﾅ105,中原建設株式会社,729-2603,豊田郡川尻町西1丁目2-42,0823-87-2446,0823-87-2781,,,,
ﾅ106,中山金属株式会社,,広島市東区副町108-8,082-899-2900,082-899-5633,,,,
ﾅ107,株式会社,742-1353,中村造船鉄工所,,,,,,
ﾅ108,ﾅﾌﾞﾃｽｺ株式会社,651-2413,兵庫県神戸市西区福吉台1丁目1617-1,078-967-1401,078-967-1279,,,,
ﾅ109,ﾅｶｼｷ工業有限会社,737-0883,呉市天応西条4丁目5-8,0823-38-7895,0823-38-1073,,,,
ﾅ110,株式会社 浪速ﾎﾟﾝﾌﾟ製作所,550-0013,大阪府大阪市西区新町3丁目11-5,06-6541-6131,06-6535-1884,,,,
ﾅ111,中村海運株式会社,739-2402,中村海運株式会社,0846-45-1403,,,,,
ﾅ112,中栄ﾏﾘﾝ株式会社,700-0941,岡山市北区青江1-13-53,086-232-5824,,,,,
ﾅ120,株式会社,848-0121,名村造船所,0955-27-1120,0955-27-1232,,,,
ﾅ121,長鋪汽船株式会社,714-0034,岡山県笠岡市神島外浦2776-2,0865-67-2311,0865-67-2313,,,,
ﾅ122,中島汽船株式会社,791-8081,愛媛県松山市高浜町5丁目2259-1,082-952-7277,,,,,
ﾆ102,株式会社日本電化工業所      （本社）,553-0003,大阪市福島区福島1丁目4-8,06-458-5621,06-451-7953,,,（商社）産業用電機機器の専門。配線盤、制御盤、計測機器、FA部品、プラント制御システムなど幅広く取り扱う。,インボイス番号: T2120001036946
ﾆ103,株式会社日本電化工業所,732-0052,広島市東区光町1町目7-27,082-261-3181,082-262-7858,,,（商社）産業用電機機器の専門。配線盤、制御盤、計測機器、FA部品、プラント制御システムなど幅広く取り扱う。,インボイス番号: T2120001036946
ﾆ104,株式会社日本無線電機ｻｰﾋﾞｽ社,750-8515,下関市東大和町１丁目2-14,,,,,,インボイス番号: T3012401012867
ﾆ105,株式会社日本電化工業所        （高松）,761-0301,高松市林町1885-1,0878-68-2576,0878-68-2596,,,（商社）産業用電機機器の専門。配線盤、制御盤、計測機器、FA部品、プラント制御システムなど幅広く取り扱う。,インボイス番号: T2120001036946
ﾆ106,株式会社西日本ｴﾝｼﾞﾆｱﾘﾝｸﾞ,737-0114,広島県呉市広文化町12-3,0823-71-2250,0823-71-2025,,,,
ﾆ108,株式会社日本電化工業所     （東京）,141-0031,東京都品川区西五反田7-1-9,03-3493-6067,03-3493-6074,,,（商社）産業用電機機器の専門。配線盤、制御盤、計測機器、FA部品、プラント制御システムなど幅広く取り扱う。,インボイス番号: T2120001036946
ﾆ109,株式会社,737-0134,呉市広多賀谷2丁目5-37,0823-73-2100,0823-74-1827,,,,
ﾆ110,日本無線株式会社  関西支社,530-0001,大阪市北区梅田3-4-5,06-6344-1633,06-6344-1681,,,,インボイス番号: T3012401012867
ﾆ111,日本無線株式会社,164-8570,東京都中野区中野4丁目10-1,03-6832-1807,03-6832-1844,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ112,日本無線株式会社 中国支店,730-0013,広島市中区八丁堀14-4 第一生命ﾋﾞﾙ10F,082-224-5551,082-224-5599,,,,インボイス番号: T3012401012867
ﾆ113,西川電機工作所,737-1214,広島県安芸郡音戸町藤ﾉ脇,0823-56-1643,0823-56-1643,,,,
ﾆ114,株式会社,737-0902,呉市焼山此原1-6,0823-33-3131,0823-33-7771,,,,
ﾆ115,日本無線株式会社,181-8510,東京都三鷹市下連雀5-1-1,0422-45-9145,0422-45-9289,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ116,日本無線株式会社,031-0811,青森県八戸市新湊2-4-10,0178-33-5222,,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ117,日本無線株式会社,730-0013,広島市中区八丁堀7-2,082-224-5551,082-224-5599,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ118,日鐵物流君津株式会社,299-1141,千葉県君津市君津1番地,0439-52-2320,0439-52-5744,,,,
ﾆ119,日本ﾏﾝﾄﾙ・ｸｴｽﾄ株式会社,103-0012,東京都中央区日本橋堀留町2-4-3,03-6892-0430,03-6855-3181,,,,
ﾆ120,日本測器株式会社,732-0805,広島市南区東荒神町3-35,082-263-9403,082-263-9541,,,,インボイス番号: T5140001012224
ﾆ121,一般財団法人,102-8567,東京都千代田区紀尾井町4-7,03-5226-2015,03-5226-2012,,,,
ﾆ122,日本無線株式会社,812-0024,福岡県福岡市博多区綱場町4-1 福岡RDビル2F,092-262-2141,092-262-2129,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ123,日鮮海運株式会社,794-2305,愛媛県今治市伯方町木浦甲829-1,0897-72-1478,0897-72-0606,,,,
ﾆ124,株式会社日本電化工業所     （東京/海外）,141-0031,東京都品川区西五反田7-1-9,03-3493-6067,03-3493-6074,,,（商社）産業用電機機器の専門。配線盤、制御盤、計測機器、FA部品、プラント制御システムなど幅広く取り扱う。,インボイス番号: T2120001036946
ﾆ125,日鋼YPK商事株式会社,736-0082,広島県広島市安芸区船越南一丁目6-1,082-822-7523,082-822-2427,,,,
ﾆ126,日本郵船株式会社,100-0005,東京都千代田区丸の内2-3-2,03-3284-5805,,,,,
ﾆ127,日本無線株式会社,135-0053,東京都江東区辰巳1-7-32,03-5534-1220,,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ128,日本無線株式会社,135-0053,東京都江東区辰巳1-7-32,03-5534-1115,03-5534-1199,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ129,日本無線株式会社,781-0812,高知県高知市若松町１３‐１５,088-883-8871,088-885-3297,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ130,日本無線株式会社,852-8003,長崎県長崎市旭町1-20,095-861-8148,095-862-8944,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ131,日本無線株式会社,381-2289,長野県長野市稲里834番地,026-214-6943,026-214-6907,,,"情報通信機械機器具製造業
航海機器、陸上システム、無線LAN 　",インボイス番号: T3012401012867
ﾆ132,日鉄ﾃｯｸｽｴﾝｼﾞ株式会社,737-0051,広島県呉市中央1-2-3,0823-24-7144,0823-24-7229,,,,
ﾈ001,NEPTUNE DRY MANAGEMENT COMPANY,,,,,,,,
ﾊ101,株式会社,555-0025,大阪市西淀川区姫里2丁目4-7,06-473-0861,06-473-0959,,,,
ﾊ102,花房汽船株式会社,,豊田郡川尻町川尻2759-2,0823-87-2134,0823-87-5517,,,,
ﾊ103,濱口船具株式会社,,神戸市中央区担生町5丁目10-21,078-681-6745,078-681-3364,,,,
ﾊ104,株式会社,103-0025,東京都中央区日本橋茅場町3-6-4,03-3662-5923,03-3662-5921,,,,
ﾊ106,馬場海運株式会社,737-0311,安芸郡蒲刈町向2765,0823-68-0564,,,,,
ﾊ107,株式会社 ﾊｼｿﾞｳ,799-2118,愛媛県今治市波止浜1番地,0898-41-9600,,,,,
ﾊ108,八光ｴﾝｼﾞﾆｱﾘﾝｸﾞ株式会社,424-0037,静岡県清水市袖師町1157番地-1,0543-66-8551,0543-66-8525,,,,
ﾊ109,有限会社 ﾊｾﾍﾞ商会,737-0935,広島県呉市焼山中央5丁目13-30,0823-34-4150,0823-34-4149,,,,
ﾊ110,株式会社 博電社,,下関市東大和町2丁目15-12,0832-67-7171,0832-67-5056,,,,
ﾊ111,花房汽船株式会社,734-0015,広島市南区宇品御幸3-4-15,082-250-6766,082-250-6877,,,,
ﾊ112,有限会社,737-0004,呉市阿賀南2丁目4-15,0823-72-0072,0823-71-0104,,,,
ﾊ113,八星商事株式会社,106-0031,東京都港区西麻布3丁目24-23,03-5410-8201,03-5410-8205,,,,
ﾊ114,舶用計器ｻｰﾋﾞｽ株式会社,102-0073,東京都千代田区九段北1-10-1,03-3261-2623,03-3234-6385,,,,
ﾊ115,函館どつく株式会社,040-8605,函館市弁天町20番3号,0138-22-3115,0138-23-3417,,,"・船舶・艦艇の設計、建造、修繕、改造、点検 
・橋梁の製作、架設
・各種鋼構造物の製作、据付 （鉄骨・水門・タンク・プール・貯蔵設備等）
・各種産業機械の製作、据付（圧力容器・原子力機器・クレーン・荷役機械等）
",インボイス番号: T6440001004124
ﾊ116,八星貿易株式会社,105-0012,東京都港区芝大門1-6-6,03-6809-2138,03-6809-2140,,,,
ﾊ117,株式会社 花崎造船所,238-0013,神奈川県横須賀市平成町3丁目18番地,046-822-2470,046-822-2933,,,,インボイス番号: T8021001040934
ﾊ118,有限会社 橋本電設,737-0903,広島県呉市焼山西1-4-1,0823-33-9156,0823-34-1525,,,,
ﾊ119,有限会社 ハイマックス,739-2302,広島県東広島市福富町下竹仁1926-1,082-430-1388,082-430-1377,,,,
ﾋ101,広島船舶電具株式会社,722-0026,尾道市栗原西1丁目9-13,0848-23-3716,0848-23-3717,,,,
ﾋ102,株式会社,737-0154,呉市仁方桟橋通12-4,0823-79-5219,,,,,
ﾋ103,株式会社,737-0134,呉市広多賀谷2丁目2-4,0823-73-1115,0823-74-3490,,,,
ﾋ104,日の出海運株式会社,729-2607,豊田郡川尻町東1丁目27－10,0823-87-2104,0823-87-2140,,,,
ﾋ105,有限会社,737-0821,呉市三条2丁目3-21,0823-22-3230,0823-22-2424,,,,
ﾋ106,"HYUNDAI HEAVY INDUSTRIES CO.,LTD.",,,,,,,,
ﾋ107,BHP PETROLEUM,,,020-7802-7719,020-7802-7696,,,,
ﾋ108,広島シートメタル工業会,739-0403,広島県佐伯区五日市町昭和台32-4,,,,,,
ﾋ109,株式会社 ﾋｶﾜﾏﾘﾝ,108-0075,東京都港区港南2-4-12 YKﾋﾞﾙ,03-3474-1611,03-3450-0058,,,,
ﾋ110,広島商船高等専門学校,725-0231,広島県豊田郡大崎上島町東野4272-1,,,,,,
ﾋ111,広島県立西部工業技術ｾﾝﾀｰ,737-0004,広島県立西部工業技術ｾﾝﾀｰ,0823-74-0050,0823-74-1131,,,,
ﾋ112,日の出海運株式会社,737-0112,呉市広古新開7丁目7-53,0823-76-6107,0823-76-6128,,,,
ﾋ113,光ﾏﾘﾝ株式会社,650-0031,兵庫県神戸市中央区東町123番地1,,,,,,
ﾋ114,日立ﾃﾞｨｰｾﾞﾙｱﾝﾄﾞｴﾝｼﾞﾆｱﾘﾝｸﾞ株式会社,550-0002,大阪市西区江戸堀2丁目6-33,06-6447-1196,06-6447-1198,,,,
ﾋ115,日立ﾃﾞｨｰｾﾞﾙｱﾝﾄﾞｴﾝｼﾞﾆｱﾘﾝｸﾞ株式会社,550-0002,大阪市西区江戸堀2丁目6-33,06-6447-1196,06-6447-1198,,,,
ﾋ116,株式会社,848-0022,佐賀県伊万里市大坪町字猪子谷乙5590-47,0955-26-2558,0955-26-3083,,,,
ﾋ117,樋野電機工業有限会社,699-0101,島根県松江市東出雲町揖屋2801-1,0852-52-6886,0852-52-6534,,,,
ﾋ118,備南工業 株式会社,702-8006,岡山県岡山市中区藤崎705,086-277-9434,086-276-7761,,,,インボイス番号: T5260001005604
ﾋ119,有限会社 疋田塗装工業所,701-0221,岡山県岡山市南区藤田425-536,086-296-6478,086-296-6476,,,,
ﾌ101,藤本電機工業所,725-0401,豊田郡木江町大字木江5166-2,,,,,,
ﾌ102,扶桑産業株式会社,737-0045,呉市本通5丁目10-10,0823-21-4987,0823-21-4989,,,,インボイス番号: T5120001059688
ﾌ103,古野電気株式会社,101-0024,東京都千代田区神田和泉町2-6,03-5687-0452,03-5687-0387,,,"• 舶用事業
商船、漁船、プレジャーボート向け船舶用電子機器・サービス
• 産業用事業
医療機器、GPS/GNSSチップ＆モジュール、ETC2.0/ETC車載器、車両管理ソリューション、インフラ維持管理・気象観測システムなどの機器・サービス
• 無線LAN・ハンディターミナル事業
無線LANアクセスポイント、無線ハンディターミナルの機器・サービス
• その他事業
EMC・環境試験サービス

",インボイス番号: T5140001070263
ﾌ104,福興商事株式会社,737-0125,呉市広本町1-2-18,0823-71-8515,,,,,
ﾌ105,せとうち物流㈱,721-0955,福山市新涯町2丁目23－1,0849-54-0210,0849-53-7975,,,,
ﾌ106,富士貿易株式会社,658-0023,神戸市東灘区深江浜町６,078-413-2621,078-411-3841,,,,
ﾌ107,古野電気株式会社,720-0811,広島県福山市紅葉町2-27,084-993-9777,084-973-3030,,,"• 舶用事業
商船、漁船、プレジャーボート向け船舶用電子機器・サービス
• 産業用事業
医療機器、GPS/GNSSチップ＆モジュール、ETC2.0/ETC車載器、車両管理ソリューション、インフラ維持管理・気象観測システムなどの機器・サービス
• 無線LAN・ハンディターミナル事業
無線LANアクセスポイント、無線ハンディターミナルの機器・サービス
• その他事業
EMC・環境試験サービス

",インボイス番号: T5140001070263
ﾌ108,ﾌｧｰｽﾄ ﾏﾘﾝ ｻｰﾋﾞｽ株式会社,104-0041,東京都中央区新富2丁目14-4,03-3523-8935,03-3523-8946,,,,
ﾌ109,"MARS SHIPPING CO.,S.A.",,,,,,,,
ﾌ110,古野電気株式会社,662-8580,西宮市芦原町9-52,0798-63-1130,0798-64-3792,,,"• 舶用事業
商船、漁船、プレジャーボート向け船舶用電子機器・サービス
• 産業用事業
医療機器、GPS/GNSSチップ＆モジュール、ETC2.0/ETC車載器、車両管理ソリューション、インフラ維持管理・気象観測システムなどの機器・サービス
• 無線LAN・ハンディターミナル事業
無線LANアクセスポイント、無線ハンディターミナルの機器・サービス
• その他事業
EMC・環境試験サービス

",インボイス番号: T5140001070263
ﾌ111,ﾌｸﾉｲﾝﾀｰﾅｼｮﾅﾙ株式会社,140-0003,東京都品川区八潮1-1-2,03-5492-7297,03-5492-0164,,,,
ﾌ112,FLEET MANAGEMENT LIMTED,,,,,,,,
ﾌ113,V.Ships UK Limited,,,,,,,,
ﾌ114,古野電気株式会社,662-8580,西宮市芦原町9-52,0798-63-1087,0798-63-1107,,,"• 舶用事業
商船、漁船、プレジャーボート向け船舶用電子機器・サービス
• 産業用事業
医療機器、GPS/GNSSチップ＆モジュール、ETC2.0/ETC車載器、車両管理ソリューション、インフラ維持管理・気象観測システムなどの機器・サービス
• 無線LAN・ハンディターミナル事業
無線LANアクセスポイント、無線ハンディターミナルの機器・サービス
• その他事業
EMC・環境試験サービス

",インボイス番号: T5140001070263
ﾌ115,福神汽船株式会社,794-0054,愛媛県今治市北日吉町2丁目8番55号,0898-34-7711,0898-34-7733,,,,
ﾌ116,藤原工業株式会社,739-2612,広島県東広島市黒瀬町丸山402,0823-82-2966,0823-82-5793,,,,インボイス番号: T2240001022752
ﾌ117,福電株式会社,672-8031,兵庫県姫路市飾磨区妻鹿1985-1,079-246-3535,079-246-0232,,,,
ﾌ118,船田産業株式会社,737-0823,広島県呉市海岸2-13-3,0823-21-1321,0823-25-2249,,,,
ﾌ119,福山通運株式会社,737-0004,広島県呉市阿賀南6丁目2-30,0823-73-7111,,,,,インボイス番号: T1240001032736
ﾌ120,深田サルベージ建設株式会社,101-0063,東京都千代田区神田淡路町2-6,03-6633-7500,03-6633-7510,,,,インボイス番号: T9120001029720
ﾍ101,平和ﾃｸﾉ株式会社 岩国出張所,740-0034,山口県岩国市南岩国町1-17-31,0827-28-5722,0827-28-5972,,,,
ﾍ102,株式会社ﾍﾞｸﾄﾙ伸和,472-0025,愛知県知立市池端3丁目1番地,0823-36-7177,0823-36-7178,,,,
ﾎ101,防予汽船株式会社,734-0011,広島市南区宇品海岸1丁目11-23,082-253-0165,082-254-0462,,,,
ﾎ102,防予汽船株式会社,742-0021,山口県柳井市柳井134-6,0820-22-3311,0820-22-3312,,,,
ﾎ103,防予商事株式会社,742-0021,柳井市柳井港134-105,,,,,,
ﾎ104,株式会社,220-0073,横浜市西区岡野2-8-13,045-290-6085,,,,,
ﾎ105,防予ﾌｪﾘｰ株式会社,742-0021,山口県柳井市柳井134,0820-22-5909,0820-22-6982,,,,
ﾎ106,ﾎﾟｰﾄｴﾝﾀｰﾌﾟﾗｲｽﾞ株式会社,552-0021,大阪市港区築港2丁目1番28号,06-6573-5391,06-6575-3036,,,,
ﾎ107,株式会社,652-0822,兵庫県神戸市兵庫区西出町1-2-3,078-651-6031,,,,,
ﾏ101,松下電機製作所,652-0833,神戸市兵庫区島上町1-5-11,078-651-2973,078-681-5264,,,,
ﾏ102,松岡船舶（株）,769-2701,香川県大川郡白鳥町湊126-1,0879-24-0231,0879-24-0456,,,,
ﾏ103,ﾏﾘﾝ・ﾌﾟﾛﾃｯｸ・ｻｰﾋﾞｽ株式会社,103-0007,東京都中央区日本橋浜町3-35-5,03-5640-3656,03-5640-8656,,,,
ﾏ104,有限会社,,,,,,,,
ﾏ105,株式会社 ﾏﾘﾝﾗｼﾞｵｻｰﾋﾞｽ,141-0031,東京都品川区西五反田8丁目11番13号,03-5437-8340,03-5437-8344,,,,
ﾏ106,株式会社ﾏｼﾝ商会,812-0051,福岡県福岡市東区箱崎埠頭5丁目8番22号,092-651-6261,092-651-6850,,,,
ﾏ107,株式会社,651-0084,兵庫県神戸市中央区磯辺通2丁目1-2,078-252-0124,078-252-0064,,,,
ﾏ108,株式会社 ﾏｰﾁｬﾝｽﾞ ｼﾞｬﾊﾟﾝ,532-0011,大阪府大阪市淀川区西中島6-7-3,06-6886-6083,06-6886-6084,,,,
ﾐ101,株式会社,424-0901,清水市三保3797,0543-34-5211,0543-34-2767,,,,
ﾐ102,三津石商事株式会社,737-0811,呉市西中央1丁目6-28,0823-25-1388,0823-23-2696,,,,
ﾐ104,西日本旅客鉄道（株）,739-0411,西日本旅客鉄道（株）,0829-56-2045,,,,,
ﾐ105,三井E&Sｼｽﾃﾑ技研株式会社,706-0014,玉野市玉原3-16-3,0863-23-3400,0863-23-3404,,,,インボイス番号: T6040001007266
ﾐ106,三井E&Sｼｽﾃﾑ技研株式会社,706-0014,玉野市玉原3-16-3,0863-23-3500,0863-23-3530,,,,インボイス番号: T6040001007266
